"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","76","s999","0","7","7","single-stim","75","503","0.0-75.0"
"-1","-1","77","s999","5","1","1","single-stim","76","507","0.0-76.0"
"-1","-1","78","s999","7","1","9","single-stim","77","512","0.0-77.0"
"-1","-1","79","s999","3","2","9","single-stim","78","517","0.0-78.0"
"-1","-1","80","s999","0","5","1","single-stim","79","522","0.0-79.0"
"-1","-1","81","s999","6","3","4","single-stim","80","526","0.0-80.0"
"-1","-1","82","s999","7","2","1","single-stim","81","531","0.0-81.0"
"-1","-1","83","s999","5","8","0","single-stim","82","536","0.0-82.0"
"-1","-1","84","s999","6","9","3","single-stim","83","540","0.0-83.0"
"-1","-1","85","s999","3","3","7","single-stim","84","545","0.0-84.0"
"-1","-1","86","s999","5","8","7","single-stim","85","550","0.0-85.0"
"-1","-1","87","s999","7","3","7","single-stim","86","554","0.0-86.0"
"-1","-1","88","s999","3","0","5","single-stim","87","559","0.0-87.0"
"-1","-1","89","s999","6","9","8","single-stim","88","564","0.0-88.0"
"-1","-1","90","s999","5","8","5","single-stim","89","568","0.0-89.0"
"-1","-1","91","s999","4","6","8","single-stim","90","573","0.0-90.0"
"-1","-1","92","s999","0","8","8","single-stim","91","578","0.0-91.0"
"-1","-1","93","s999","8","7","2","single-stim","92","583","0.0-92.0"
"-1","-1","94","s999","4","0","3","single-stim","93","587","0.0-93.0"
"-1","-1","95","s999","6","4","0","single-stim","94","593","0.0-94.0"
"-1","-1","96","s999","9","1","7","single-stim","95","597","0.0-95.0"
"-1","-1","97","s999","1","4","7","single-stim","96","602","0.0-96.0"
"-1","-1","98","s999","5","6","7","single-stim","97","609","0.0-97.0"
"-1","-1","99","s999","3","9","3","single-stim","98","614","0.0-98.0"
"-1","-1","100","s999","8","7","9","single-stim","99","619","0.0-99.0"
