"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","68","s999","6","6","7","single-stim","67","474","0.0-67.0"
"-1","-1","69","s999","8","2","4","single-stim","68","478","0.0-68.0"
"-1","-1","70","s999","3","4","9","single-stim","69","483","0.0-69.0"
"-1","-1","71","s999","7","8","0","single-stim","70","488","0.0-70.0"
"-1","-1","72","s999","0","4","2","single-stim","71","493","0.0-71.0"
"-1","-1","73","s999","5","1","8","single-stim","72","498","0.0-72.0"
"-1","-1","74","s999","2","1","7","single-stim","73","503","0.0-73.0"
"-1","-1","75","s999","2","0","1","single-stim","74","507","0.0-74.0"
"-1","-1","76","s999","0","0","8","single-stim","75","512","0.0-75.0"
"-1","-1","77","s999","0","1","7","single-stim","76","517","0.0-76.0"
"-1","-1","78","s999","0","6","2","single-stim","77","521","0.0-77.0"
"-1","-1","79","s999","2","2","6","single-stim","78","526","0.0-78.0"
"-1","-1","80","s999","9","5","1","single-stim","79","531","0.0-79.0"
"-1","-1","81","s999","3","4","5","single-stim","80","536","0.0-80.0"
"-1","-1","82","s999","4","1","9","single-stim","81","540","0.0-81.0"
"-1","-1","83","s999","3","0","0","single-stim","82","545","0.0-82.0"
"-1","-1","84","s999","6","7","8","single-stim","83","549","0.0-83.0"
"-1","-1","85","s999","0","6","9","single-stim","84","554","0.0-84.0"
"-1","-1","86","s999","4","5","2","single-stim","85","559","0.0-85.0"
"-1","-1","87","s999","7","0","0","single-stim","86","563","0.0-86.0"
"-1","-1","88","s999","0","4","9","single-stim","87","568","0.0-87.0"
"-1","-1","89","s999","8","7","3","single-stim","88","573","0.0-88.0"
"-1","-1","90","s999","0","9","0","single-stim","89","577","0.0-89.0"
"-1","-1","91","s999","1","2","2","single-stim","90","582","0.0-90.0"
"-1","-1","92","s999","2","9","7","single-stim","91","587","0.0-91.0"
"-1","-1","93","s999","9","2","4","single-stim","92","591","0.0-92.0"
"-1","-1","94","s999","0","2","0","single-stim","93","596","0.0-93.0"
"-1","-1","95","s999","8","0","3","single-stim","94","600","0.0-94.0"
"-1","-1","96","s999","6","5","6","single-stim","95","605","0.0-95.0"
"-1","-1","97","s999","6","6","9","single-stim","96","609","0.0-96.0"
"-1","-1","98","s999","6","3","3","single-stim","97","617","0.0-97.0"
"-1","-1","99","s999","6","0","9","single-stim","98","622","0.0-98.0"
"-1","-1","100","s999","2","6","0","single-stim","99","627","0.0-99.0"
