"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","45","s999","7","7","4","single-stim","44","412","0.0-44.0"
"-1","-1","46","s999","2","3","6","single-stim","45","419","0.0-45.0"
"-1","-1","47","s999","4","3","7","single-stim","46","425","0.0-46.0"
"-1","-1","48","s999","3","7","2","single-stim","47","430","0.0-47.0"
"-1","-1","49","s999","2","8","8","single-stim","48","438","0.0-48.0"
"-1","-1","50","s999","7","4","8","single-stim","49","457","0.0-49.0"
"-1","-1","51","s999","2","9","3","single-stim","50","464","0.0-50.0"
"-1","-1","52","s999","0","8","4","single-stim","51","470","0.0-51.0"
"-1","-1","53","s999","8","5","1","single-stim","52","475","0.0-52.0"
"-1","-1","54","s999","4","8","4","single-stim","53","480","0.0-53.0"
"-1","-1","55","s999","3","1","2","single-stim","54","486","0.0-54.0"
"-1","-1","56","s999","4","9","5","single-stim","55","491","0.0-55.0"
"-1","-1","57","s999","7","9","3","single-stim","56","496","0.0-56.0"
"-1","-1","58","s999","3","9","0","single-stim","57","501","0.0-57.0"
"-1","-1","59","s999","5","0","6","single-stim","58","508","0.0-58.0"
"-1","-1","60","s999","7","0","0","single-stim","59","514","0.0-59.0"
"-1","-1","61","s999","7","0","9","single-stim","60","521","0.0-60.0"
"-1","-1","62","s999","4","2","1","single-stim","61","526","0.0-61.0"
"-1","-1","63","s999","1","3","0","single-stim","62","530","0.0-62.0"
"-1","-1","64","s999","8","3","0","single-stim","63","536","0.0-63.0"
"-1","-1","65","s999","3","8","8","single-stim","64","545","0.0-64.0"
"-1","-1","66","s999","0","4","0","single-stim","65","552","0.0-65.0"
"-1","-1","67","s999","1","3","6","single-stim","66","557","0.0-66.0"
"-1","-1","68","s999","0","0","9","single-stim","67","570","0.0-67.0"
"-1","-1","69","s999","9","0","7","single-stim","68","575","0.0-68.0"
"-1","-1","70","s999","5","3","3","single-stim","69","579","0.0-69.0"
"-1","-1","71","s999","4","9","8","single-stim","70","584","0.0-70.0"
"-1","-1","72","s999","3","1","3","single-stim","71","590","0.0-71.0"
"-1","-1","73","s999","7","3","0","single-stim","72","595","0.0-72.0"
"-1","-1","74","s999","2","5","3","single-stim","73","600","0.0-73.0"
"-1","-1","75","s999","9","2","8","single-stim","74","605","0.0-74.0"
"-1","-1","76","s999","0","7","0","single-stim","75","614","0.0-75.0"
"-1","-1","77","s999","0","6","4","single-stim","76","620","0.0-76.0"
"-1","-1","78","s999","7","0","3","single-stim","77","625","0.0-77.0"
"-1","-1","79","s999","5","1","3","single-stim","78","629","0.0-78.0"
"-1","-1","80","s999","0","1","0","single-stim","79","635","0.0-79.0"
"-1","-1","81","s999","5","4","5","single-stim","80","643","0.0-80.0"
"-1","-1","82","s999","6","3","7","single-stim","81","651","0.0-81.0"
"-1","-1","83","s999","8","4","4","single-stim","82","658","0.0-82.0"
"-1","-1","84","s999","9","6","9","single-stim","83","663","0.0-83.0"
"-1","-1","85","s999","6","2","5","single-stim","84","668","0.0-84.0"
"-1","-1","86","s999","8","4","8","single-stim","85","675","0.0-85.0"
"-1","-1","87","s999","8","2","1","single-stim","86","680","0.0-86.0"
"-1","-1","88","s999","6","7","1","single-stim","87","686","0.0-87.0"
"-1","-1","89","s999","6","5","0","single-stim","88","692","0.0-88.0"
"-1","-1","90","s999","4","9","6","single-stim","89","697","0.0-89.0"
"-1","-1","91","s999","3","8","2","single-stim","90","704","0.0-90.0"
"-1","-1","92","s999","0","1","9","single-stim","91","709","0.0-91.0"
"-1","-1","93","s999","5","4","1","single-stim","92","713","0.0-92.0"
"-1","-1","94","s999","5","8","5","single-stim","93","719","0.0-93.0"
"-1","-1","95","s999","7","4","8","single-stim","94","725","0.0-94.0"
"-1","-1","96","s999","8","4","6","single-stim","95","729","0.0-95.0"
"-1","-1","97","s999","8","1","7","single-stim","96","734","0.0-96.0"
"-1","-1","98","s999","6","9","1","single-stim","97","744","0.0-97.0"
"-1","-1","99","s999","5","1","1","single-stim","98","753","0.0-98.0"
"-1","-1","100","s999","3","6","6","single-stim","99","760","0.0-99.0"
