"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","62","s999","3","9","4","single-stim","61","505","0.0-61.0"
"-1","-1","63","s999","8","3","8","single-stim","62","509","0.0-62.0"
"-1","-1","64","s999","7","7","6","single-stim","63","514","0.0-63.0"
"-1","-1","65","s999","9","9","8","single-stim","64","519","0.0-64.0"
"-1","-1","66","s999","3","6","2","single-stim","65","525","0.0-65.0"
"-1","-1","67","s999","1","5","3","single-stim","66","534","0.0-66.0"
"-1","-1","68","s999","4","5","3","single-stim","67","542","0.0-67.0"
"-1","-1","69","s999","6","8","6","single-stim","68","549","0.0-68.0"
"-1","-1","70","s999","2","6","7","single-stim","69","557","0.0-69.0"
"-1","-1","71","s999","9","8","5","single-stim","70","564","0.0-70.0"
"-1","-1","72","s999","6","5","6","single-stim","71","570","0.0-71.0"
"-1","-1","73","s999","1","4","7","single-stim","72","574","0.0-72.0"
"-1","-1","74","s999","2","0","1","single-stim","73","580","0.0-73.0"
"-1","-1","75","s999","4","4","7","single-stim","74","585","0.0-74.0"
"-1","-1","76","s999","4","1","5","single-stim","75","591","0.0-75.0"
"-1","-1","77","s999","5","0","4","single-stim","76","596","0.0-76.0"
"-1","-1","78","s999","6","9","0","single-stim","77","601","0.0-77.0"
"-1","-1","79","s999","6","0","1","single-stim","78","606","0.0-78.0"
"-1","-1","80","s999","5","0","0","single-stim","79","611","0.0-79.0"
"-1","-1","81","s999","0","3","5","single-stim","80","617","0.0-80.0"
"-1","-1","82","s999","8","1","6","single-stim","81","621","0.0-81.0"
"-1","-1","83","s999","9","7","0","single-stim","82","627","0.0-82.0"
"-1","-1","84","s999","5","9","1","single-stim","83","631","0.0-83.0"
"-1","-1","85","s999","4","6","2","single-stim","84","636","0.0-84.0"
"-1","-1","86","s999","9","9","5","single-stim","85","640","0.0-85.0"
"-1","-1","87","s999","7","1","4","single-stim","86","645","0.0-86.0"
"-1","-1","88","s999","7","5","6","single-stim","87","650","0.0-87.0"
"-1","-1","89","s999","9","7","7","single-stim","88","655","0.0-88.0"
"-1","-1","90","s999","1","7","6","single-stim","89","661","0.0-89.0"
"-1","-1","91","s999","0","1","8","single-stim","90","665","0.0-90.0"
"-1","-1","92","s999","7","5","0","single-stim","91","671","0.0-91.0"
"-1","-1","93","s999","6","5","2","single-stim","92","675","0.0-92.0"
"-1","-1","94","s999","1","3","1","single-stim","93","683","0.0-93.0"
"-1","-1","95","s999","6","1","3","single-stim","94","689","0.0-94.0"
"-1","-1","96","s999","4","8","2","single-stim","95","698","0.0-95.0"
"-1","-1","97","s999","0","4","5","single-stim","96","704","0.0-96.0"
"-1","-1","98","s999","3","4","3","single-stim","97","713","0.0-97.0"
"-1","-1","99","s999","3","7","9","single-stim","98","718","0.0-98.0"
"-1","-1","100","s999","8","1","9","single-stim","99","725","0.0-99.0"
