"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","73","s999","5","7","9","single-stim","72","501","0.0-72.0"
"-1","-1","74","s999","3","6","6","single-stim","73","506","0.0-73.0"
"-1","-1","75","s999","7","3","7","single-stim","74","512","0.0-74.0"
"-1","-1","76","s999","6","5","0","single-stim","75","516","0.0-75.0"
"-1","-1","77","s999","9","4","8","single-stim","76","521","0.0-76.0"
"-1","-1","78","s999","8","7","4","single-stim","77","525","0.0-77.0"
"-1","-1","79","s999","1","7","1","single-stim","78","530","0.0-78.0"
"-1","-1","80","s999","3","9","0","single-stim","79","535","0.0-79.0"
"-1","-1","81","s999","6","9","1","single-stim","80","539","0.0-80.0"
"-1","-1","82","s999","7","5","4","single-stim","81","547","0.0-81.0"
"-1","-1","83","s999","2","1","0","single-stim","82","552","0.0-82.0"
"-1","-1","84","s999","0","5","2","single-stim","83","557","0.0-83.0"
"-1","-1","85","s999","7","3","2","single-stim","84","562","0.0-84.0"
"-1","-1","86","s999","7","7","9","single-stim","85","566","0.0-85.0"
"-1","-1","87","s999","2","3","9","single-stim","86","570","0.0-86.0"
"-1","-1","88","s999","2","3","8","single-stim","87","575","0.0-87.0"
"-1","-1","89","s999","9","5","5","single-stim","88","579","0.0-88.0"
"-1","-1","90","s999","0","4","4","single-stim","89","584","0.0-89.0"
"-1","-1","91","s999","3","9","7","single-stim","90","588","0.0-90.0"
"-1","-1","92","s999","6","4","8","single-stim","91","593","0.0-91.0"
"-1","-1","93","s999","6","5","4","single-stim","92","598","0.0-92.0"
"-1","-1","94","s999","3","6","0","single-stim","93","603","0.0-93.0"
"-1","-1","95","s999","0","4","6","single-stim","94","608","0.0-94.0"
"-1","-1","96","s999","6","1","8","single-stim","95","613","0.0-95.0"
"-1","-1","97","s999","8","1","8","single-stim","96","618","0.0-96.0"
"-1","-1","98","s999","4","1","6","single-stim","97","627","0.0-97.0"
"-1","-1","99","s999","2","7","2","single-stim","98","638","0.0-98.0"
"-1","-1","100","s999","7","7","3","single-stim","99","647","0.0-99.0"
