"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","33","s999","6","8","2","single-stim","32","271","0.0-32.0"
"-1","-1","34","s999","9","2","3","single-stim","33","281","0.0-33.0"
"-1","-1","35","s999","0","7","5","single-stim","34","286","0.0-34.0"
"-1","-1","36","s999","0","3","4","single-stim","35","291","0.0-35.0"
"-1","-1","37","s999","8","1","4","single-stim","36","296","0.0-36.0"
"-1","-1","38","s999","9","8","0","single-stim","37","300","0.0-37.0"
"-1","-1","39","s999","4","0","0","single-stim","38","305","0.0-38.0"
"-1","-1","40","s999","6","7","9","single-stim","39","310","0.0-39.0"
"-1","-1","41","s999","1","4","1","single-stim","40","315","0.0-40.0"
"-1","-1","42","s999","4","2","5","single-stim","41","319","0.0-41.0"
"-1","-1","43","s999","7","5","0","single-stim","42","324","0.0-42.0"
"-1","-1","44","s999","1","3","2","single-stim","43","329","0.0-43.0"
"-1","-1","45","s999","2","6","1","single-stim","44","335","0.0-44.0"
"-1","-1","46","s999","0","2","5","single-stim","45","341","0.0-45.0"
"-1","-1","47","s999","5","8","7","single-stim","46","346","0.0-46.0"
"-1","-1","48","s999","7","0","4","single-stim","47","354","0.0-47.0"
"-1","-1","49","s999","2","2","1","single-stim","48","361","0.0-48.0"
"-1","-1","50","s999","6","0","7","single-stim","49","366","0.0-49.0"
"-1","-1","51","s999","2","6","5","single-stim","50","370","0.0-50.0"
"-1","-1","52","s999","6","6","1","single-stim","51","379","0.0-51.0"
"-1","-1","53","s999","1","3","8","single-stim","52","386","0.0-52.0"
"-1","-1","54","s999","2","4","5","single-stim","53","393","0.0-53.0"
"-1","-1","55","s999","2","2","7","single-stim","54","398","0.0-54.0"
"-1","-1","56","s999","4","1","7","single-stim","55","403","0.0-55.0"
"-1","-1","57","s999","9","4","5","single-stim","56","407","0.0-56.0"
"-1","-1","58","s999","8","9","5","single-stim","57","412","0.0-57.0"
"-1","-1","59","s999","4","7","7","single-stim","58","417","0.0-58.0"
"-1","-1","60","s999","6","3","3","single-stim","59","422","0.0-59.0"
"-1","-1","61","s999","8","3","7","single-stim","60","433","0.0-60.0"
"-1","-1","62","s999","7","4","8","single-stim","61","440","0.0-61.0"
"-1","-1","63","s999","6","6","6","single-stim","62","445","0.0-62.0"
"-1","-1","64","s999","7","4","4","single-stim","63","450","0.0-63.0"
"-1","-1","65","s999","2","5","1","single-stim","64","454","0.0-64.0"
"-1","-1","66","s999","0","7","8","single-stim","65","460","0.0-65.0"
"-1","-1","67","s999","8","6","3","single-stim","66","465","0.0-66.0"
"-1","-1","68","s999","8","3","0","single-stim","67","471","0.0-67.0"
"-1","-1","69","s999","4","1","2","single-stim","68","476","0.0-68.0"
"-1","-1","70","s999","6","8","3","single-stim","69","481","0.0-69.0"
"-1","-1","71","s999","7","4","8","single-stim","70","486","0.0-70.0"
"-1","-1","72","s999","4","1","4","single-stim","71","492","0.0-71.0"
"-1","-1","73","s999","5","3","1","single-stim","72","496","0.0-72.0"
"-1","-1","74","s999","6","5","8","single-stim","73","504","0.0-73.0"
"-1","-1","75","s999","1","7","3","single-stim","74","523","0.0-74.0"
"-1","-1","76","s999","0","3","7","single-stim","75","527","0.0-75.0"
"-1","-1","77","s999","0","8","1","single-stim","76","534","0.0-76.0"
"-1","-1","78","s999","9","9","0","single-stim","77","541","0.0-77.0"
"-1","-1","79","s999","0","0","5","single-stim","78","550","0.0-78.0"
"-1","-1","80","s999","6","0","7","single-stim","79","555","0.0-79.0"
"-1","-1","81","s999","9","8","8","single-stim","80","561","0.0-80.0"
"-1","-1","82","s999","9","7","2","single-stim","81","566","0.0-81.0"
"-1","-1","83","s999","5","2","7","single-stim","82","571","0.0-82.0"
"-1","-1","84","s999","4","1","9","single-stim","83","582","0.0-83.0"
"-1","-1","85","s999","1","9","3","single-stim","84","588","0.0-84.0"
"-1","-1","86","s999","5","1","5","single-stim","85","593","0.0-85.0"
"-1","-1","87","s999","9","4","8","single-stim","86","600","0.0-86.0"
"-1","-1","88","s999","5","5","6","single-stim","87","605","0.0-87.0"
"-1","-1","89","s999","7","6","0","single-stim","88","611","0.0-88.0"
"-1","-1","90","s999","6","7","9","single-stim","89","621","0.0-89.0"
"-1","-1","91","s999","6","7","8","single-stim","90","626","0.0-90.0"
"-1","-1","92","s999","4","9","4","single-stim","91","631","0.0-91.0"
"-1","-1","93","s999","9","3","2","single-stim","92","636","0.0-92.0"
"-1","-1","94","s999","2","0","1","single-stim","93","641","0.0-93.0"
"-1","-1","95","s999","7","6","7","single-stim","94","647","0.0-94.0"
"-1","-1","96","s999","5","4","5","single-stim","95","654","0.0-95.0"
"-1","-1","97","s999","8","7","0","single-stim","96","660","0.0-96.0"
"-1","-1","98","s999","5","8","2","single-stim","97","669","0.0-97.0"
"-1","-1","99","s999","3","6","0","single-stim","98","674","0.0-98.0"
"-1","-1","100","s999","8","1","9","single-stim","99","680","0.0-99.0"
